year,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
2041,157,Fort Bend County,53,53 yrs,18270,9228,9042,3847,1933,1914,2390,1035,1355,4522,2410,2112,7068,3603,3465,443,247,196
2041,157,Fort Bend County,54,54 yrs,18003,9344,8659,4112,2048,2064,2303,1099,1204,4548,2347,2201,6521,3576,2945,519,274,245
2041,157,Fort Bend County,55,55 yrs,17712,8948,8764,4172,2139,2033,2235,1012,1223,4455,2336,2119,6420,3227,3193,430,234,196
2041,157,Fort Bend County,56,56 yrs,18185,9232,8953,4534,2234,2300,2176,977,1199,4339,2150,2189,6760,3651,3109,376,220,156
2041,157,Fort Bend County,57,57 yrs,16501,8020,8481,4075,1985,2090,2050,892,1158,4007,1981,2026,5925,2938,2987,444,224,220
2041,157,Fort Bend County,58,58 yrs,16781,8217,8564,4546,2237,2309,2083,933,1150,4288,2126,2162,5460,2713,2747,404,208,196
2041,157,Fort Bend County,59,59 yrs,16231,8078,8153,4475,2181,2294,2060,891,1169,4093,2123,1970,5166,2668,2498,437,215,222
2041,157,Fort Bend County,60,60 yrs,15953,7740,8213,4639,2277,2362,2144,917,1227,4073,1989,2084,4593,2310,2283,504,247,257
2041,157,Fort Bend County,61,61 yrs,15921,7560,8361,4682,2260,2422,2349,962,1387,3806,1892,1914,4647,2225,2422,437,221,216
2041,157,Fort Bend County,62,62 yrs,14961,7066,7895,4562,2217,2345,2143,839,1304,3613,1785,1828,4167,1997,2170,476,228,248
2041,157,Fort Bend County,63,63 yrs,14863,7073,7790,4544,2206,2338,2115,844,1271,3648,1804,1844,4070,1973,2097,486,246,240
2041,157,Fort Bend County,64,64 yrs,14642,6678,7964,4534,2189,2345,2203,874,1329,3562,1637,1925,3951,1819,2132,392,159,233
2041,157,Fort Bend County,65,65 yrs,14499,6726,7773,4361,2111,2250,2154,825,1329,3559,1663,1896,3963,1865,2098,462,262,200
2041,157,Fort Bend County,66,66 yrs,15285,7003,8282,4831,2284,2547,2270,883,1387,3613,1714,1899,4064,1838,2226,507,284,223
2041,157,Fort Bend County,67,67 yrs,14737,6776,7961,4598,2266,2332,2372,908,1464,3247,1487,1760,4020,1848,2172,500,267,233
2041,157,Fort Bend County,68,68 yrs,15209,6984,8225,4852,2324,2528,2475,948,1527,3369,1540,1829,4050,1945,2105,463,227,236
2041,157,Fort Bend County,69,69 yrs,15474,6957,8517,5306,2504,2802,2528,962,1566,3304,1484,1820,3876,1759,2117,460,248,212
2041,157,Fort Bend County,70,70 yrs,15677,7209,8468,5656,2727,2929,2591,994,1597,3212,1481,1731,3745,1739,2006,473,268,205
2041,157,Fort Bend County,71,71 yrs,15099,6766,8333,5642,2652,2990,2351,859,1492,3136,1420,1716,3523,1598,1925,447,237,210
2041,157,Fort Bend County,72,72 yrs,14062,6329,7733,5165,2397,2768,2223,852,1371,2821,1290,1531,3394,1558,1836,459,232,227
2041,157,Fort Bend County,73,73 yrs,13277,6011,7266,5031,2480,2551,2136,809,1327,2706,1182,1524,3048,1397,1651,356,143,213
2041,157,Fort Bend County,74,74 yrs,13100,6008,7092,5038,2434,2604,2034,775,1259,2535,1138,1397,3127,1484,1643,366,177,189
2041,157,Fort Bend County,75,75 yrs,12910,5833,7077,4852,2287,2565,2005,763,1242,2582,1136,1446,3103,1472,1631,368,175,193
2041,157,Fort Bend County,76,76 yrs,12736,5755,6981,5143,2463,2680,1992,719,1273,2400,1059,1341,2790,1329,1461,411,185,226
2041,157,Fort Bend County,77,77 yrs,12599,5449,7150,5032,2236,2796,1966,671,1295,2253,950,1303,2969,1414,1555,379,178,201
2041,157,Fort Bend County,78,78 yrs,12537,5615,6922,5247,2516,2731,1879,674,1205,2091,884,1207,2946,1360,1586,374,181,193
2041,157,Fort Bend County,79,79 yrs,11717,5153,6564,5221,2405,2816,1742,619,1123,1884,816,1068,2482,1149,1333,388,164,224
2041,157,Fort Bend County,80,80 yrs,11673,4947,6726,5190,2313,2877,1779,645,1134,1723,712,1011,2629,1141,1488,352,136,216
2041,157,Fort Bend County,81,81 yrs,11661,5160,6501,5389,2528,2861,1710,629,1081,1668,722,946,2582,1134,1448,312,147,165
2041,157,Fort Bend County,82,82 yrs,11030,4752,6278,5285,2384,2901,1559,534,1025,1546,644,902,2363,1063,1300,277,127,150
2041,157,Fort Bend County,83,83 yrs,10374,4536,5838,4941,2315,2626,1488,495,993,1461,571,890,2234,1033,1201,250,122,128
2041,157,Fort Bend County,84,84 yrs,9587,4174,5413,4582,2136,2446,1336,446,890,1323,515,808,2093,980,1113,253,97,156
2041,157,Fort Bend County,85,85 yrs,8730,3839,4891,3929,1829,2100,1212,413,799,1228,490,738,2101,991,1110,260,116,144
2041,157,Fort Bend County,86,86 yrs,7719,3235,4484,3483,1540,1943,1136,373,763,1072,380,692,1823,862,961,205,80,125
2041,157,Fort Bend County,87,87 yrs,6531,2765,3766,2942,1324,1618,922,275,647,939,322,617,1585,785,800,143,59,84
2041,157,Fort Bend County,88,88 yrs,5904,2455,3449,2607,1126,1481,810,247,563,809,290,519,1541,743,798,137,49,88
2041,157,Fort Bend County,89,89 yrs,4977,2000,2977,2247,1002,1245,702,182,520,719,252,467,1189,528,661,120,36,84
2041,157,Fort Bend County,90,90 yrs,4102,1646,2456,1772,749,1023,538,164,374,570,197,373,1138,508,630,84,28,56
2041,157,Fort Bend County,91,91 yrs,3536,1423,2113,1493,627,866,463,138,325,518,176,342,993,463,530,69,19,50
2041,157,Fort Bend County,92,92 yrs,2746,1080,1666,1164,479,685,376,101,275,399,133,266,761,350,411,46,17,29
2041,157,Fort Bend County,93,93 yrs,2263,860,1403,997,398,599,282,80,202,348,100,248,600,269,331,36,13,23
2041,157,Fort Bend County,94,94 yrs,1775,670,1105,808,315,493,202,49,153,272,82,190,466,216,250,27,8,19
2041,157,Fort Bend County,95,95+ yrs,3949,1432,2517,1424,502,922,402,99,303,731,204,527,1361,619,742,31,8,23
2042,157,Fort Bend County,-1,All Ages,1777871,878569,899302,444087,223300,220787,260054,120974,139080,447681,218010,229671,546434,276021,270413,79615,40264,39351
2042,157,Fort Bend County,0,< 1 yr,21185,10794,10391,3978,2028,1950,2996,1526,1470,6977,3558,3419,5488,2794,2694,1746,888,858
2042,157,Fort Bend County,1,1 yr,21457,10956,10501,4040,2061,1979,2987,1521,1466,7003,3570,3433,5706,2929,2777,1721,875,846
2042,157,Fort Bend County,2,2 yrs,21847,11156,10691,4126,2107,2019,3007,1527,1480,7058,3598,3460,5948,3060,2888,1708,864,844
2042,157,Fort Bend County,3,3 yrs,22251,11390,10861,4218,2156,2062,3030,1540,1490,7117,3628,3489,6191,3209,2982,1695,857,838
2042,157,Fort Bend County,4,4 yrs,22678,11608,11070,4307,2203,2104,3058,1549,1509,7180,3660,3520,6449,3349,3100,1684,847,837
2042,157,Fort Bend County,5,5 yrs,23124,11866,11258,4397,2251,2146,3093,1568,1525,7246,3693,3553,6718,3513,3205,1670,841,829
2042,157,Fort Bend County,6,6 yrs,23343,11965,11378,4485,2297,2188,3128,1581,1547,7269,3709,3560,6806,3551,3255,1655,827,828
2042,157,Fort Bend County,7,7 yrs,23557,12093,11464,4566,2339,2227,3170,1601,1569,7289,3726,3563,6895,3609,3286,1637,818,819
2042,157,Fort Bend County,8,8 yrs,23771,12194,11577,4633,2376,2257,3217,1621,1596,7315,3746,3569,6985,3647,3338,1621,804,817
2042,157,Fort Bend County,9,9 yrs,23969,12310,11659,4699,2410,2289,3267,1644,1623,7334,3760,3574,7068,3702,3366,1601,794,807
2042,157,Fort Bend County,10,10 yrs,24164,12402,11762,4755,2442,2313,3322,1668,1654,7355,3779,3576,7152,3736,3416,1580,777,803
2042,157,Fort Bend County,11,11 yrs,24191,12433,11758,4854,2496,2358,3389,1703,1686,7305,3748,3557,7079,3713,3366,1564,773,791
2042,157,Fort Bend County,12,12 yrs,24180,12409,11771,4936,2544,2392,3453,1733,1720,7252,3716,3536,6994,3656,3338,1545,760,785
2042,157,Fort Bend County,13,13 yrs,24137,12404,11733,5004,2583,2421,3511,1764,1747,7194,3680,3514,6905,3628,3277,1523,749,774
2042,157,Fort Bend County,14,14 yrs,24027,12326,11701,5053,2611,2442,3562,1784,1778,7122,3639,3483,6794,3559,3235,1496,733,763
2042,157,Fort Bend County,15,15 yrs,23835,12230,11605,5056,2609,2447,3594,1796,1798,7047,3595,3452,6677,3514,3163,1461,716,745
2042,157,Fort Bend County,16,16 yrs,23556,12079,11477,5117,2655,2462,3618,1807,1811,6842,3490,3352,6556,3432,3124,1423,695,728
2042,157,Fort Bend County,17,17 yrs,23067,11838,11229,5107,2652,2455,3597,1799,1798,6621,3374,3247,6379,3344,3035,1363,669,694
2042,157,Fort Bend County,18,18 yrs,21674,11162,10512,4689,2482,2207,3423,1731,1692,6267,3199,3068,5994,3123,2871,1301,627,674
2042,157,Fort Bend County,19,19 yrs,19950,10286,9664,4100,2164,1936,3254,1655,1599,5812,2973,2839,5541,2891,2650,1243,603,640
2042,157,Fort Bend County,20,20 yrs,19579,10079,9500,4080,2170,1910,3285,1672,1613,5653,2884,2769,5356,2778,2578,1205,575,630
2042,157,Fort Bend County,21,21 yrs,19401,9951,9450,3965,2104,1861,3297,1668,1629,5575,2819,2756,5388,2791,2597,1176,569,607
2042,157,Fort Bend County,22,22 yrs,19375,9841,9534,3933,2068,1865,3310,1662,1648,5506,2755,2751,5472,2794,2678,1154,562,592
2042,157,Fort Bend County,23,23 yrs,19538,9888,9650,4057,2121,1936,3313,1661,1652,5443,2701,2742,5595,2855,2740,1130,550,580
2042,157,Fort Bend County,24,24 yrs,19497,9822,9675,4080,2131,1949,3283,1637,1646,5400,2657,2743,5629,2859,2770,1105,538,567
2042,157,Fort Bend County,25,25 yrs,19465,9778,9687,4134,2161,1973,3265,1625,1640,5333,2605,2728,5650,2854,2796,1083,533,550
2042,157,Fort Bend County,26,26 yrs,19742,9869,9873,4200,2194,2006,3230,1604,1626,5414,2630,2784,5833,2924,2909,1065,517,548
2042,157,Fort Bend County,27,27 yrs,19952,9939,10013,4220,2212,2008,3190,1583,1607,5492,2648,2844,6003,2982,3021,1047,514,533
2042,157,Fort Bend County,28,28 yrs,20238,10038,10200,4290,2255,2035,3136,1559,1577,5576,2675,2901,6212,3044,3168,1024,505,519
2042,157,Fort Bend County,29,29 yrs,20477,10108,10369,4283,2245,2038,3082,1528,1554,5640,2686,2954,6454,3144,3310,1018,505,513
2042,157,Fort Bend County,30,30 yrs,20719,10127,10592,4325,2258,2067,3028,1494,1534,5708,2702,3006,6657,3177,3480,1001,496,505
2042,157,Fort Bend County,31,31 yrs,21202,10434,10768,4413,2310,2103,3006,1479,1527,5780,2734,3046,7009,3412,3597,994,499,495
2042,157,Fort Bend County,32,32 yrs,22868,11414,11454,5161,2872,2289,3068,1484,1584,5909,2759,3150,7745,3794,3951,985,505,480
2042,157,Fort Bend County,33,33 yrs,23972,11832,12140,5579,2965,2614,3431,1647,1784,5989,2768,3221,7967,3895,4072,1006,557,449
2042,157,Fort Bend County,34,34 yrs,24855,12330,12525,5491,2884,2607,3473,1697,1776,5990,2867,3123,8949,4402,4547,952,480,472
2042,157,Fort Bend County,35,35 yrs,26027,12801,13226,5724,2996,2728,3667,1757,1910,6304,2936,3368,9326,4607,4719,1006,505,501
2042,157,Fort Bend County,36,36 yrs,26415,13290,13125,6089,3325,2764,3638,1834,1804,6238,2988,3250,9496,4668,4828,954,475,479
2042,157,Fort Bend County,37,37 yrs,26724,13163,13561,6090,3256,2834,3704,1724,1980,6466,3071,3395,9420,4565,4855,1044,547,497
2042,157,Fort Bend County,38,38 yrs,27858,13777,14081,6331,3224,3107,3912,1892,2020,6448,3079,3369,10027,4972,5055,1140,610,530
2042,157,Fort Bend County,39,39 yrs,28092,13994,14098,6219,3133,3086,3980,2034,1946,6635,3089,3546,10253,5235,5018,1005,503,502
2042,157,Fort Bend County,40,40 yrs,27759,14402,13357,6373,3401,2972,3915,1960,1955,6661,3137,3524,9754,5283,4471,1056,621,435
2042,157,Fort Bend County,41,41 yrs,28781,14714,14067,6472,3416,3056,4213,2042,2171,6530,3095,3435,10432,5544,4888,1134,617,517
2042,157,Fort Bend County,42,42 yrs,28132,14319,13813,6745,3690,3055,4207,2081,2126,6489,3107,3382,9578,4829,4749,1113,612,501
2042,157,Fort Bend County,43,43 yrs,27622,13751,13871,6318,3332,2986,4182,2046,2136,6522,3042,3480,9501,4756,4745,1099,575,524
2042,157,Fort Bend County,44,44 yrs,27870,14190,13680,6244,3280,2964,4300,2035,2265,6262,3041,3221,9990,5279,4711,1074,555,519
2042,157,Fort Bend County,45,45 yrs,27423,14115,13308,6531,3486,3045,4174,2100,2074,5954,2885,3069,9817,5123,4694,947,521,426
2042,157,Fort Bend County,46,46 yrs,27308,14179,13129,6530,3470,3060,4219,2065,2154,6012,2915,3097,9596,5197,4399,951,532,419
2042,157,Fort Bend County,47,47 yrs,27079,13771,13308,6262,3281,2981,4152,1963,2189,5997,2967,3030,9683,5003,4680,985,557,428
2042,157,Fort Bend County,48,48 yrs,27054,13717,13337,6410,3302,3108,4135,2048,2087,6136,2933,3203,9440,4928,4512,933,506,427
2042,157,Fort Bend County,49,49 yrs,27156,14233,12923,6180,3316,2864,4313,2197,2116,6109,2982,3127,9596,5194,4402,958,544,414
2042,157,Fort Bend County,50,50 yrs,24449,12829,11620,5418,2876,2542,3880,1932,1948,5745,2908,2837,8581,4644,3937,825,469,356
2042,157,Fort Bend County,51,51 yrs,21525,11061,10464,3902,2039,1863,3348,1724,1624,5572,2819,2753,8073,4127,3946,630,352,278
2042,157,Fort Bend County,52,52 yrs,20607,10367,10240,3561,1858,1703,2985,1456,1529,5296,2620,2676,8206,4071,4135,559,362,197
2042,157,Fort Bend County,53,53 yrs,19133,9962,9171,3701,1924,1777,2685,1317,1368,4875,2495,2380,7401,3948,3453,471,278,193
2042,157,Fort Bend County,54,54 yrs,18481,9318,9163,3909,1962,1947,2403,1037,1366,4536,2413,2123,7174,3648,3526,459,258,201
2042,157,Fort Bend County,55,55 yrs,18265,9456,8809,4212,2092,2120,2317,1100,1217,4569,2353,2216,6627,3624,3003,540,287,253
2042,157,Fort Bend County,56,56 yrs,17960,9055,8905,4248,2177,2071,2241,1010,1231,4489,2353,2136,6538,3272,3266,444,243,201
2042,157,Fort Bend County,57,57 yrs,18431,9340,9091,4610,2270,2340,2178,973,1205,4372,2165,2207,6882,3703,3179,389,229,160
2042,157,Fort Bend County,58,58 yrs,16721,8112,8609,4144,2018,2126,2049,886,1163,4035,1995,2040,6035,2981,3054,458,232,226
2042,157,Fort Bend County,59,59 yrs,16988,8300,8688,4617,2269,2348,2084,930,1154,4315,2139,2176,5556,2747,2809,416,215,201
2042,157,Fort Bend County,60,60 yrs,16436,8167,8269,4549,2217,2332,2060,887,1173,4117,2135,1982,5258,2704,2554,452,224,228
2042,157,Fort Bend County,61,61 yrs,16194,7839,8355,4712,2310,2402,2140,909,1231,4113,1993,2120,4712,2374,2338,517,253,264
2042,157,Fort Bend County,62,62 yrs,16154,7651,8503,4754,2292,2462,2343,953,1390,3840,1893,1947,4767,2286,2481,450,227,223
2042,157,Fort Bend County,63,63 yrs,15167,7147,8020,4628,2246,2382,2136,830,1306,3646,1787,1859,4268,2050,2218,489,234,255
2042,157,Fort Bend County,64,64 yrs,15054,7149,7905,4603,2231,2372,2105,835,1270,3675,1803,1872,4172,2027,2145,499,253,246
2042,157,Fort Bend County,65,65 yrs,14816,6739,8077,4589,2212,2377,2188,861,1327,3586,1633,1953,4050,1869,2181,403,164,239
2042,157,Fort Bend County,66,66 yrs,14681,6800,7881,4419,2136,2283,2153,820,1333,3597,1675,1922,4031,1897,2134,481,272,209
2042,157,Fort Bend County,67,67 yrs,15452,7067,8385,4890,2309,2581,2266,878,1388,3648,1723,1925,4121,1863,2258,527,294,233
2042,157,Fort Bend County,68,68 yrs,14868,6823,8045,4647,2287,2360,2366,901,1465,3276,1493,1783,4060,1866,2194,519,276,243
2042,157,Fort Bend County,69,69 yrs,15315,7011,8304,4898,2342,2556,2465,937,1528,3392,1542,1850,4081,1957,2124,479,233,246
2042,157,Fort Bend County,70,70 yrs,15574,6982,8592,5352,2521,2831,2515,951,1564,3325,1486,1839,3906,1769,2137,476,255,221
2042,157,Fort Bend County,71,71 yrs,15777,7236,8541,5692,2738,2954,2572,979,1593,3218,1476,1742,3807,1768,2039,488,275,213
2042,157,Fort Bend County,72,72 yrs,15171,6772,8399,5670,2658,3012,2330,843,1487,3140,1414,1726,3571,1615,1956,460,242,218
2042,157,Fort Bend County,73,73 yrs,14092,6315,7777,5184,2399,2785,2193,833,1360,2817,1280,1537,3428,1567,1861,470,236,234
2042,157,Fort Bend County,74,74 yrs,13283,5982,7301,5037,2474,2563,2107,790,1317,2700,1171,1529,3074,1402,1672,365,145,220
2042,157,Fort Bend County,75,75 yrs,13079,5969,7110,5034,2423,2611,2002,755,1247,2522,1125,1397,3146,1486,1660,375,180,195
2042,157,Fort Bend County,76,76 yrs,12928,5822,7106,4867,2289,2578,1979,745,1234,2544,1116,1428,3161,1494,1667,377,178,199
2042,157,Fort Bend County,77,77 yrs,12712,5723,6989,5146,2458,2688,1961,699,1262,2357,1037,1320,2830,1343,1487,418,186,232
2042,157,Fort Bend County,78,78 yrs,12535,5398,7137,5019,2222,2797,1933,651,1282,2205,925,1280,2994,1422,1572,384,178,206
2042,157,Fort Bend County,79,79 yrs,12435,5539,6896,5216,2493,2723,1836,652,1184,2038,857,1181,2966,1355,1611,379,182,197
2042,157,Fort Bend County,80,80 yrs,11571,5060,6511,5166,2369,2797,1695,594,1101,1826,786,1040,2492,1147,1345,392,164,228
2042,157,Fort Bend County,81,81 yrs,11451,4826,6625,5053,2237,2816,1705,608,1097,1707,694,1013,2635,1153,1482,351,134,217
2042,157,Fort Bend County,82,82 yrs,11360,4994,6366,5210,2426,2784,1631,589,1042,1645,700,945,2565,1134,1431,309,145,164
2042,157,Fort Bend County,83,83 yrs,10700,4576,6124,5084,2275,2809,1482,499,983,1515,619,896,2346,1059,1287,273,124,149
2042,157,Fort Bend County,84,84 yrs,10010,4340,5670,4724,2194,2530,1409,459,950,1425,544,881,2207,1025,1182,245,118,127
2042,157,Fort Bend County,85,85 yrs,9182,3960,5222,4348,2007,2341,1254,409,845,1280,488,792,2053,963,1090,247,93,154
2042,157,Fort Bend County,86,86 yrs,8255,3594,4661,3698,1704,1994,1119,374,745,1179,460,719,2019,950,1069,240,106,134
2042,157,Fort Bend County,87,87 yrs,7240,2998,4242,3248,1418,1830,1045,336,709,1019,353,666,1741,820,921,187,71,116
2042,157,Fort Bend County,88,88 yrs,6051,2532,3519,2709,1202,1507,840,245,595,884,297,587,1489,735,754,129,53,76
2042,157,Fort Bend County,89,89 yrs,5417,2218,3199,2371,1010,1361,727,214,513,754,264,490,1443,689,754,122,41,81
2042,157,Fort Bend County,90,90 yrs,4512,1785,2727,2018,885,1133,628,157,471,660,226,434,1101,486,615,105,31,74
2042,157,Fort Bend County,91,91 yrs,3678,1453,2225,1562,648,914,474,139,335,515,175,340,1056,469,587,71,22,49
2042,157,Fort Bend County,92,92 yrs,3114,1233,1881,1294,532,762,402,117,285,463,153,310,899,416,483,56,15,41
2042,157,Fort Bend County,93,93 yrs,2382,915,1467,988,396,592,326,85,241,349,113,236,680,307,373,39,14,25
2042,157,Fort Bend County,94,94 yrs,1906,708,1198,823,318,505,233,63,170,301,84,217,522,234,288,27,9,18
2042,157,Fort Bend County,95,95+ yrs,4616,1679,2937,1714,613,1101,480,116,364,823,232,591,1557,708,849,42,10,32
2043,157,Fort Bend County,-1,All Ages,1833120,906376,926744,451488,227164,224324,264271,123002,141269,461420,224563,236857,572192,289243,282949,83749,42404,41345
2043,157,Fort Bend County,0,< 1 yr,21700,11072,10628,4001,2040,1961,3043,1553,1490,7155,3649,3506,5691,2906,2785,1810,924,886
2043,157,Fort Bend County,1,1 yr,21955,11197,10758,4054,2068,1986,3030,1541,1489,7178,3659,3519,5909,3024,2885,1784,905,879
2043,157,Fort Bend County,2,2 yrs,22338,11420,10918,4137,2112,2025,3045,1549,1496,7230,3686,3544,6158,3176,2982,1768,897,871
2043,157,Fort Bend County,3,3 yrs,22741,11628,11113,4224,2159,2065,3064,1554,1510,7286,3714,3572,6413,3316,3097,1754,885,869
2043,157,Fort Bend County,4,4 yrs,23167,11875,11292,4317,2208,2109,3088,1568,1520,7347,3745,3602,6673,3475,3198,1742,879,863
2043,157,Fort Bend County,5,5 yrs,23618,12107,11511,4408,2257,2151,3118,1578,1540,7412,3778,3634,6950,3626,3324,1730,868,862
2043,157,Fort Bend County,6,6 yrs,23844,12241,11603,4500,2305,2195,3150,1594,1556,7430,3793,3637,7051,3689,3362,1713,860,853
2043,157,Fort Bend County,7,7 yrs,24072,12344,11728,4591,2353,2238,3186,1607,1579,7455,3810,3645,7143,3729,3414,1697,845,852
2043,157,Fort Bend County,8,8 yrs,24286,12472,11814,4671,2394,2277,3228,1628,1600,7475,3827,3648,7234,3788,3446,1678,835,843
2043,157,Fort Bend County,9,9 yrs,24508,12577,11931,4740,2432,2308,3277,1648,1629,7500,3847,3653,7329,3829,3500,1662,821,841
2043,157,Fort Bend County,10,10 yrs,24710,12696,12014,4807,2467,2340,3328,1672,1656,7519,3861,3658,7415,3885,3530,1641,811,830
2043,157,Fort Bend County,11,11 yrs,24761,12711,12050,4917,2529,2388,3394,1703,1691,7476,3837,3639,7346,3842,3504,1628,800,828
2043,157,Fort Bend County,12,12 yrs,24785,12740,12045,5018,2585,2433,3462,1738,1724,7425,3805,3620,7270,3817,3453,1610,795,815
2043,157,Fort Bend County,13,13 yrs,24776,12717,12059,5103,2635,2468,3527,1769,1758,7372,3773,3599,7183,3758,3425,1591,782,809
2043,157,Fort Bend County,14,14 yrs,24733,12713,12020,5173,2675,2498,3586,1801,1785,7313,3736,3577,7092,3730,3362,1569,771,798
2043,157,Fort Bend County,15,15 yrs,24555,12577,11978,5195,2680,2515,3629,1811,1818,7231,3687,3544,6966,3650,3316,1534,749,785
2043,157,Fort Bend County,16,16 yrs,24351,12506,11845,5274,2734,2540,3668,1836,1832,7039,3590,3449,6868,3609,3259,1502,737,765
2043,157,Fort Bend County,17,17 yrs,23875,12244,11631,5272,2742,2530,3651,1824,1827,6814,3475,3339,6697,3500,3197,1441,703,738
2043,157,Fort Bend County,18,18 yrs,22531,11617,10914,4863,2571,2292,3495,1768,1727,6462,3296,3166,6329,3309,3020,1382,673,709
2043,157,Fort Bend County,19,19 yrs,20801,10708,10093,4267,2250,2017,3325,1690,1635,6003,3071,2932,5882,3060,2822,1324,637,687
2043,157,Fort Bend County,20,20 yrs,20441,10542,9899,4249,2261,1988,3365,1714,1651,5850,2985,2865,5688,2963,2725,1289,619,670
2043,157,Fort Bend County,21,21 yrs,20263,10370,9893,4116,2179,1937,3384,1709,1675,5769,2918,2851,5740,2961,2779,1254,603,651
2043,157,Fort Bend County,22,22 yrs,20232,10296,9936,4084,2150,1934,3406,1711,1695,5700,2850,2850,5814,2984,2830,1228,601,627
2043,157,Fort Bend County,23,23 yrs,20402,10315,10087,4190,2187,2003,3414,1710,1704,5637,2797,2840,5957,3035,2922,1204,586,618
2043,157,Fort Bend County,24,24 yrs,20357,10271,10086,4209,2201,2008,3391,1694,1697,5586,2751,2835,5992,3052,2940,1179,573,606
2043,157,Fort Bend County,25,25 yrs,20302,10183,10119,4234,2213,2021,3379,1679,1700,5515,2692,2823,6023,3036,2987,1151,563,588
2043,157,Fort Bend County,26,26 yrs,20572,10302,10270,4297,2244,2053,3340,1661,1679,5598,2718,2880,6206,3122,3084,1131,557,574
2043,157,Fort Bend County,27,27 yrs,20777,10329,10448,4308,2256,2052,3301,1635,1666,5670,2736,2934,6389,3161,3228,1109,541,568
2043,157,Fort Bend County,28,28 yrs,21068,10462,10606,4377,2303,2074,3252,1616,1636,5755,2758,2997,6594,3247,3347,1090,538,552
2043,157,Fort Bend County,29,29 yrs,21275,10476,10799,4373,2290,2083,3201,1587,1614,5828,2776,3052,6806,3296,3510,1067,527,540
2043,157,Fort Bend County,30,30 yrs,21494,10526,10968,4389,2297,2092,3133,1547,1586,5898,2789,3109,7013,3365,3648,1061,528,533
2043,157,Fort Bend County,31,31 yrs,21932,10766,11166,4464,2332,2132,3091,1520,1571,5972,2828,3144,7360,3565,3795,1045,521,524
2043,157,Fort Bend County,32,32 yrs,22342,11022,11320,4530,2375,2155,3060,1506,1554,6037,2855,3182,7682,3764,3918,1033,522,511
2043,157,Fort Bend County,33,33 yrs,24085,12049,12036,5290,2946,2344,3129,1511,1618,6163,2874,3289,8477,4190,4287,1026,528,498
2043,157,Fort Bend County,34,34 yrs,25180,12457,12723,5710,3034,2676,3492,1676,1816,6244,2886,3358,8687,4277,4410,1047,584,463
2043,157,Fort Bend County,35,35 yrs,26134,12992,13142,5618,2954,2664,3529,1719,1810,6248,2989,3259,9750,4830,4920,989,500,489
2043,157,Fort Bend County,36,36 yrs,26973,13308,13665,5855,3067,2788,3727,1785,1942,6490,3026,3464,9850,4898,4952,1051,532,519
2043,157,Fort Bend County,37,37 yrs,27365,13801,13564,6224,3400,2824,3693,1861,1832,6428,3082,3346,10027,4962,5065,993,496,497
2043,157,Fort Bend County,38,38 yrs,27667,13661,14006,6222,3330,2892,3757,1746,2011,6656,3164,3492,9945,4848,5097,1087,573,514
2043,157,Fort Bend County,39,39 yrs,28841,14308,14533,6465,3295,3170,3965,1917,2048,6639,3176,3463,10586,5281,5305,1186,639,547
2043,157,Fort Bend County,40,40 yrs,29105,14545,14560,6363,3211,3152,4043,2065,1978,6833,3184,3649,10822,5559,5263,1044,526,518
2043,157,Fort Bend County,41,41 yrs,28380,14771,13609,6517,3481,3036,3962,1981,1981,6756,3191,3565,10048,5471,4577,1097,647,450
2043,157,Fort Bend County,42,42 yrs,29410,15081,14329,6611,3492,3119,4254,2058,2196,6625,3149,3476,10743,5739,5004,1177,643,534
